,Total_Population,CO2_Emissions_by_Sector_Building,CO2_Emissions_by_Sector_Bunker_Fuels,CO2_Emissions_by_Sector_Electricity_Heat,CO2_Emissions_by_Sector_Energy,CO2_Emissions_by_Sector_Fugitive_Emissions,CO2_Emissions_by_Sector_Industrial_Processes,CO2_Emissions_by_Sector_Land_Use_Change_and_Forestry,CO2_Emissions_by_Sector_Manufacturing_Construction,CO2_Emissions_by_Sector_Other_Fuel_Combustion,CO2_Emissions_by_Sector_Transportation,Net_Electricity_Consumption,income_group
0,35977451.0,13.24,1.6,36.44,104.89,9.25,8.25,-2.41,10.69,3.57,31.71,33.84,1
1,36661438.0,14.61,1.62,39.3,109.95,7.06,8.19,-0.63,10.8,3.96,34.22,38.13,1
2,37383899.0,16.8,1.56,43.46,118.94,6.46,7.7,-0.63,10.05,3.53,38.64,42.87,1
3,38140135.0,18.48,1.73,42.96,122.62,6.78,7.3,-0.63,10.01,4.12,40.26,45.2,1
4,38923688.0,19.21,1.67,47.86,130.45,7.28,8.36,-0.63,10.23,2.37,43.51,49.21,1
5,39728020.0,21.02,1.71,49.76,136.82,6.34,9.16,-0.63,10.8,2.49,46.41,53.46,1
6,40551398.0,21.29,1.52,47.86,134.2,6.32,9.16,0.2,10.88,2.65,45.19,55.82,1
7,41389174.0,22.4,1.53,48.09,135.95,5.42,9.16,0.2,12.02,3.33,44.69,60.28,1
8,42228415.0,26.34,1.58,48.56,142.52,5.24,9.16,0.2,12.73,4.2,45.46,62.11,1
9,23356247.0,3.67,1.02,2.61,27.95,12.8,0.58,35.61,2.35,0.04,6.48,4.69,2
10,24220660.0,4.05,0.91,2.45,28.89,12.75,0.57,35.6,2.44,0.05,7.17,4.89,1
11,25107925.0,4.5,1.02,2.93,29.63,13.18,0.61,35.6,2.23,0.05,6.74,5.34,1
12,26015786.0,5.57,1.21,4.33,32.04,12.75,0.78,35.6,1.63,0.06,7.7,7.05,1
13,26941773.0,5.43,1.38,6.0,33.66,12.75,0.97,35.6,1.49,0.06,7.94,8.15,1
14,27884380.0,4.86,1.32,6.43,34.17,12.64,0.99,35.6,2.22,0.05,7.98,8.23,1
15,28842482.0,4.33,0.97,6.68,34.46,13.0,0.95,35.6,2.49,0.05,7.91,9.04,2
16,29816769.0,3.5,0.98,7.24,29.89,11.01,0.95,35.6,1.39,0.03,6.72,9.47,2
17,30809787.0,3.24,0.95,7.12,26.39,7.58,0.95,35.59,1.41,0.03,7.01,10.24,2
18,40788453.0,28.22,14.35,59.38,164.02,1.59,4.12,94.83,19.05,11.59,44.2,111.17,1
19,41261490.0,28.31,14.78,64.48,172.71,1.53,4.55,65.58,20.71,12.02,45.67,113.59,1
20,41733271.0,29.78,14.13,67.52,174.34,1.7,4.18,65.58,19.2,11.33,44.82,117.71,1
21,42202935.0,30.93,15.44,64.94,179.34,1.97,4.66,65.57,21.13,12.65,47.74,117.68,1
22,42669500.0,29.87,14.24,66.95,175.41,1.7,4.5,65.57,21.37,11.48,44.06,123.43,0
23,43131966.0,30.17,14.69,69.72,181.75,2.17,4.34,65.57,21.55,11.87,46.28,128.65,1
24,43590368.0,30.61,14.52,71.12,179.95,1.95,4.34,29.71,19.41,11.61,45.25,128.16,1
25,44044811.0,28.52,14.9,68.18,175.78,1.86,4.34,29.71,18.98,11.82,46.43,125.49,0
26,44494502.0,28.1,13.83,64.08,173.07,1.91,4.34,29.7,20.69,10.51,47.79,125.09,1
27,22031750.0,12.68,16.32,239.95,383.8,0.44,3.55,29.37,36.98,6.13,87.63,222.36,0
28,22340024.0,13.14,16.01,233.27,382.27,0.49,3.5,-29.44,39.53,6.07,89.77,223.44,0
29,22733465.0,13.4,16.49,230.76,382.25,0.49,3.52,-29.44,41.0,6.18,90.43,222.72,0
30,23128129.0,13.68,17.14,222.64,375.98,0.55,3.29,-29.44,41.01,6.27,91.83,222.69,0
31,23475686.0,14.17,17.95,212.81,366.74,0.55,3.14,-29.44,41.01,6.23,91.98,223.49,0
32,23815995.0,14.44,18.24,219.58,372.9,0.45,3.08,-29.44,37.69,6.59,94.15,225.13,0
33,24190907.0,14.83,19.24,225.68,381.03,0.45,2.93,2.19,37.5,6.98,95.59,226.54,0
34,24601860.0,14.87,20.9,226.19,384.18,0.4,3.02,2.19,37.55,7.5,97.68,231.32,0
35,24982688.0,15.1,21.82,221.26,383.6,0.72,3.02,2.19,39.32,7.56,99.64,234.26,0
36,9173082.0,6.18,2.4,11.66,28.09,1.64,0.47,-2.85,1.73,1.1,5.79,14.56,1
37,9295784.0,5.21,2.27,13.98,30.1,1.2,0.66,-2.85,2.18,1.13,6.4,17.79,1
38,9416801.0,5.06,2.33,13.76,30.67,1.2,0.72,-2.85,2.2,1.16,7.29,18.39,1
39,9535079.0,5.61,2.19,14.23,31.72,0.93,0.9,-2.85,2.3,1.12,7.54,19.59,1
40,9649341.0,5.99,1.91,14.42,31.35,0.54,0.82,-2.85,2.32,1.09,6.98,20.27,1
41,9757812.0,6.72,1.55,14.33,31.95,0.54,0.71,-1.92,2.79,1.01,6.55,20.24,1
42,9854033.0,6.14,1.53,14.28,31.26,0.45,0.71,-1.92,1.75,1.04,7.6,19.54,1
43,9939771.0,6.3,1.48,14.28,31.31,0.36,0.71,-1.92,1.32,1.15,7.9,20.29,1
44,10048597.0,1.28,0.49,4.3,14.09,0.27,0.95,56.89,1.57,0.27,6.4,5.66,2
45,10212951.0,1.34,0.49,4.58,15.4,0.38,1.04,59.78,1.75,0.3,7.06,6.08,2
46,10377677.0,1.38,0.44,4.61,16.18,0.44,1.06,59.78,1.88,0.31,7.56,6.43,2
47,10542375.0,1.44,0.51,4.7,17.35,0.44,1.22,59.78,2.08,0.35,8.35,6.89,2
48,10706517.0,1.51,0.59,5.37,18.79,0.38,1.38,59.78,2.24,0.37,8.92,7.27,2
49,10869732.0,1.59,0.63,5.3,18.98,0.34,1.43,59.78,2.25,0.37,9.13,7.81,2
50,11031822.0,1.66,0.63,6.05,20.12,0.27,1.49,67.38,2.27,0.37,9.5,7.91,2
51,11192853.0,1.71,0.64,6.04,20.76,0.18,1.49,67.38,2.35,0.39,10.1,8.12,2
52,11353140.0,1.78,0.66,5.92,21.22,0.18,1.49,67.38,2.38,0.41,10.55,8.32,2
53,195713637.0,19.85,24.02,69.68,376.44,4.43,21.29,1101.12,96.44,18.19,167.85,455.65,1
54,197514541.0,20.14,23.21,63.38,394.27,3.23,22.85,261.99,105.72,16.78,185.02,471.48,1
55,199287292.0,20.08,24.13,82.23,426.76,2.68,25.0,261.99,101.91,17.46,202.41,488.78,1
56,201035904.0,20.39,24.46,107.07,456.21,2.41,26.65,261.99,99.23,17.48,209.63,504.71,1
57,202763744.0,20.47,25.63,125.82,480.47,2.95,26.31,261.99,97.98,18.18,215.07,518.34,1
58,204471759.0,20.22,25.58,120.7,456.21,2.53,23.77,261.99,94.59,18.31,199.86,510.03,1
59,206163056.0,20.41,24.68,96.39,420.96,2.67,20.95,384.3,84.69,17.92,198.89,510.44,1
60,207833825.0,20.48,25.78,97.86,430.54,2.49,19.3,384.3,90.5,19.18,200.02,516.22,1
61,209469320.0,20.38,26.27,88.44,408.78,2.53,18.93,384.31,86.98,18.78,191.66,528.09,1
62,23298376.0,0.47,0.31,2.02,7.39,1.44,0.62,33.71,0.22,0.09,3.14,6.05,2
63,23926549.0,0.47,0.07,2.13,7.54,1.44,1.01,33.78,0.23,0.09,3.18,5.24,2
64,24566070.0,0.45,0.05,2.26,7.31,1.35,1.01,33.78,0.23,0.08,2.94,6.06,2
65,25216261.0,0.44,0.05,2.64,7.61,1.35,1.01,33.76,0.24,0.08,2.87,6.49,2
66,34004889.0,67.74,17.46,207.81,528.99,2.79,6.04,301.25,61.91,14.05,174.68,531.21,0
67,34339328.0,72.9,18.79,209.0,541.66,3.01,6.06,135.16,66.04,15.65,175.06,549.45,0
68,34714222.0,67.61,18.34,210.44,540.57,3.34,6.56,135.17,67.07,15.33,176.78,540.11,0
69,35082954.0,70.48,18.54,213.48,550.37,3.39,5.98,135.18,65.15,16.06,181.81,561.07,0
70,35437435.0,74.32,19.47,216.06,555.89,3.67,5.95,135.19,64.4,17.01,180.43,557.58,0
71,35702908.0,70.73,19.91,216.26,552.54,3.25,6.26,135.19,64.97,17.32,180.01,544.09,0
72,36109487.0,66.47,19.36,212.67,544.28,2.35,6.19,35.11,64.5,17.47,180.83,549.53,0
73,36545236.0,69.95,19.89,211.98,555.51,2.44,6.75,35.13,67.91,17.98,185.25,547.68,0
74,37065084.0,75.68,21.41,209.54,567.65,2.42,6.75,35.27,69.17,18.74,192.11,554.72,0
75,17062531.0,5.09,1.54,27.46,68.65,0.05,1.07,-36.09,13.72,0.89,21.44,54.08,1
76,17233584.0,5.87,1.32,32.47,75.37,0.05,1.1,-81.35,13.97,1.15,21.86,59.3,1
77,17400359.0,5.37,2.13,36.97,77.34,0.11,1.15,-81.35,11.59,0.88,22.43,63.43,0
78,17571511.0,5.4,1.89,38.46,81.97,0.11,0.97,-81.35,12.85,0.67,24.49,65.14,0
79,17758969.0,4.83,1.96,32.5,75.51,0.05,0.87,-81.35,13.97,0.6,23.57,63.41,0
80,17969356.0,4.85,1.7,35.34,81.13,0.04,0.84,-81.35,15.02,0.66,25.23,68.63,0
81,18209072.0,5.91,1.75,37.14,85.28,0.04,0.88,-57.87,14.99,0.82,26.38,73.22,0
82,18470435.0,6.46,2.53,36.51,86.16,0.02,0.88,-57.87,14.4,1.4,27.38,72.03,0
83,18729166.0,6.58,2.75,35.01,85.73,0.02,0.88,-57.86,14.32,1.48,28.33,75.58,0
84,1379860000.0,510.54,132.16,4580.61,9096.74,3.43,733.7,-710.17,2972.98,202.03,827.14,5250.58,1
85,1387790000.0,525.09,137.72,4637.77,9057.91,3.43,756.4,-650.1,2846.38,201.83,843.42,5565.16,1
86,1396215000.0,533.08,143.04,4904.12,9248.47,2.89,769.3,-650.1,2734.18,193.31,880.9,5953.58,1
87,1402760000.0,542.13,142.74,5214.2,9531.46,3.25,782.0,-650.1,2667.43,187.44,917.02,6452.12,1
88,45222699.0,4.91,4.95,18.3,60.65,1.09,4.04,80.54,13.46,2.62,20.27,46.69,1
89,45662747.0,5.37,5.72,14.47,65.32,1.15,4.59,56.5,16.67,3.19,24.48,49.95,1
90,46075721.0,5.26,6.17,16.11,65.24,1.26,5.05,56.5,13.32,3.43,25.86,51.73,1
91,46495492.0,4.48,3.29,19.66,73.01,1.42,4.79,56.5,16.08,6.91,24.45,65.53,1
92,46967706.0,4.72,4.05,20.22,74.54,1.31,5.28,56.5,15.63,7.22,25.44,62.63,1
93,47520667.0,4.5,4.35,22.26,75.42,1.44,5.61,56.5,13.34,6.31,27.57,68.86,1
94,48175048.0,4.66,4.29,23.11,78.44,1.44,5.32,82.96,14.07,6.35,28.8,68.07,1
95,48909844.0,4.61,4.24,16.47,70.74,1.26,5.32,82.97,14.79,4.81,28.79,72.18,1
96,49661056.0,5.09,4.88,18.56,74.17,1.08,5.32,82.97,15.21,4.88,29.34,70.2,1
97,11225833.0,0.62,0.83,15.34,29.62,0.11,0.64,-10.25,8.93,3.37,1.25,13.62,1
98,11236671.0,0.65,0.82,14.77,27.87,0.05,0.68,-12.71,8.21,2.97,1.22,13.94,1
99,11257112.0,0.64,0.75,15.22,28.14,0.05,0.71,-12.71,8.05,3.13,1.06,14.46,1
100,11282722.0,0.64,0.73,14.34,26.7,0.05,0.65,-12.71,7.34,3.09,1.24,15.1,1
101,11306909.0,0.59,0.8,16.03,26.26,0.05,0.61,-12.71,5.16,3.03,1.4,15.29,1
102,11324777.0,0.6,0.75,14.17,26.9,0.05,0.59,-12.71,7.52,3.06,1.5,15.98,1
103,11335108.0,0.63,0.86,11.56,27.87,0.05,0.58,-3.05,11.57,2.56,1.49,16.16,1
104,11339255.0,0.65,0.8,11.27,25.07,0.02,0.58,-3.05,8.72,2.79,1.63,16.19,1
105,11338146.0,0.67,0.8,10.66,24.4,0.02,0.58,-3.05,8.47,2.79,1.79,16.34,1
106,5547683.0,4.03,3.83,24.31,47.51,0.22,0.67,-0.02,4.0,1.91,13.04,33.56,0
107,5570572.0,3.4,3.82,20.13,42.23,0.16,0.86,-1.95,3.98,1.81,12.75,33.13,0
108,5591572.0,3.28,3.8,16.9,37.34,0.16,0.87,-1.95,3.68,1.68,11.63,32.86,0
109,5614932.0,3.23,3.75,19.07,39.12,0.22,0.87,-1.95,3.45,1.7,11.45,32.83,0
110,5643475.0,2.63,3.85,15.53,34.87,0.16,0.89,-1.95,3.46,1.55,11.53,32.26,0
111,5683483.0,2.77,3.8,12.78,32.67,0.16,0.93,-1.95,3.4,1.59,11.96,32.53,0
112,5728010.0,2.88,3.99,13.88,34.28,0.18,1.1,0.86,3.55,1.58,12.22,33.03,0
113,5764980.0,2.8,3.99,11.52,32.14,0.18,1.19,0.86,3.72,1.46,12.46,33.4,0
114,5793636.0,2.77,4.11,11.5,32.19,0.16,1.19,0.86,3.67,1.43,12.66,32.97,0
115,15011114.0,3.14,0.73,9.93,32.56,0.98,2.09,28.57,2.83,3.02,12.66,16.36,1
116,15243885.0,3.31,0.73,8.73,33.26,1.2,2.24,17.05,2.89,3.43,13.7,17.82,1
117,15474099.0,3.41,0.91,9.11,34.28,0.98,2.35,17.05,3.06,3.54,14.18,19.02,1
118,15707473.0,3.52,1.02,10.04,36.81,1.15,2.61,17.05,3.49,3.49,15.12,20.01,1
119,15951832.0,3.62,1.02,10.5,38.6,1.2,2.6,17.05,3.73,3.29,16.26,21.08,1
120,16212022.0,3.64,1.07,10.47,38.39,1.21,2.33,17.05,3.19,2.96,16.93,22.19,1
121,16491116.0,3.57,1.73,9.34,36.8,1.26,2.21,26.15,2.21,3.32,17.1,22.67,1
122,16785356.0,3.61,1.87,6.9,35.56,1.17,2.21,26.15,2.1,3.58,18.2,23.68,1
123,17084359.0,3.74,1.9,7.44,37.32,1.08,2.21,26.15,2.36,4.2,18.49,24.6,1
124,82761244.0,15.31,9.77,77.87,178.02,1.09,18.48,-0.17,31.77,7.14,44.84,122.7,2
125,84529251.0,15.5,9.81,81.43,183.71,1.04,17.9,0.92,31.68,7.29,46.77,121.56,2
126,86422240.0,15.29,9.54,87.69,189.8,0.71,22.61,0.92,28.06,7.14,50.9,123.3,2
127,88404652.0,15.42,4.39,88.14,190.3,0.93,20.13,0.92,31.59,2.82,51.4,120.92,2
128,90424668.0,15.81,4.8,92.18,196.86,2.57,19.79,0.92,29.75,2.95,53.6,130.59,2
129,92442549.0,16.28,4.29,96.79,205.45,2.17,20.5,0.92,32.34,2.89,54.98,135.59,2
130,94447071.0,16.69,4.15,99.18,213.06,2.17,20.9,0.18,34.62,3.0,57.4,131.05,2
131,96442590.0,16.78,4.71,106.14,218.55,1.79,20.14,0.18,35.26,2.86,55.71,142.65,2
132,98423602.0,17.03,4.82,108.87,225.37,1.79,20.9,0.18,41.12,2.68,53.88,145.0,2
133,1624146.0,0.27,0.26,0.8,4.68,2.02,0.09,3.18,0.91,0.04,0.64,1.49,1
134,1684629.0,0.29,0.3,0.89,5.56,2.57,0.09,6.44,1.03,0.05,0.73,1.56,1
135,1749677.0,0.31,0.22,0.91,5.75,2.63,0.08,6.44,1.1,0.05,0.76,1.66,1
136,1817070.0,0.33,0.26,0.83,5.64,2.35,0.07,6.44,1.22,0.06,0.85,1.75,1
137,1883801.0,0.32,0.25,0.86,5.44,2.19,0.07,6.45,1.19,0.05,0.84,1.85,1
138,1947690.0,0.31,0.25,0.92,5.42,2.17,0.06,6.45,1.17,0.05,0.81,1.91,1
139,2007882.0,0.32,0.27,1.01,5.63,2.17,0.09,6.45,1.23,0.06,0.85,2.1,1
140,2064812.0,0.21,0.15,1.6,4.61,2.09,0.09,6.46,0.49,0.01,0.2,2.21,1
141,2119275.0,0.21,0.17,1.61,4.52,1.99,0.09,6.46,0.5,0.01,0.21,2.23,1
142,81776930.0,149.39,24.67,361.68,760.49,1.64,12.43,-18.34,98.35,1.31,148.12,555.4,0
143,80274983.0,128.46,23.94,354.26,732.99,1.75,13.39,-29.21,97.18,1.4,149.94,548.75,0
144,80425823.0,136.0,25.32,365.16,746.73,1.59,13.29,-29.21,94.25,1.22,148.51,547.02,0
145,80645605.0,146.58,25.79,369.74,765.13,1.48,12.5,-29.21,93.81,1.16,152.37,546.23,0
146,80982500.0,125.79,24.92,350.25,724.59,1.48,12.9,-29.24,91.25,1.25,154.57,534.97,0
147,25387713.0,0.74,0.6,2.66,11.25,0.38,0.96,29.41,1.43,0.31,5.73,7.67,2
148,25996454.0,0.83,0.63,3.11,13.08,0.27,1.15,29.41,1.64,0.38,6.84,8.63,2
149,26607641.0,0.73,0.62,3.65,13.84,0.16,1.17,29.4,1.7,0.36,7.24,9.27,2
150,27224480.0,0.64,0.57,3.3,13.21,0.11,1.16,29.4,1.65,0.23,7.28,9.25,2
151,27849203.0,0.73,0.57,3.3,14.14,0.18,0.99,29.4,1.79,0.24,7.9,8.41,2
152,28481947.0,0.74,0.62,2.86,13.08,0.27,1.03,-24.93,1.68,0.23,7.3,10.09,2
153,29121464.0,0.93,0.72,2.73,13.75,0.56,1.03,-24.93,2.04,0.41,7.09,10.91,2
154,29767108.0,1.03,0.84,2.94,15.08,0.36,1.03,-24.93,2.31,0.39,8.06,11.31,2
155,1234281163.0,92.71,36.07,819.68,1573.95,1.81,91.37,4.98,398.01,68.81,192.92,727.51,2
156,1250287939.0,96.72,38.78,860.23,1664.31,1.7,96.49,-64.83,443.4,52.97,209.3,803.24,2
157,1265780243.0,97.46,39.85,989.12,1807.17,1.91,101.4,-64.83,431.78,65.39,221.52,846.1,2
158,1280842119.0,99.59,40.57,1006.04,1862.51,1.53,104.3,-64.83,469.25,59.84,226.26,935.59,2
159,1295600768.0,103.75,40.88,1123.44,2028.87,1.48,108.0,-64.84,500.41,64.05,235.75,1029.78,2
160,1310152392.0,107.82,41.48,1103.23,2038.42,1.53,111.8,-64.84,503.78,64.3,257.75,1084.23,2
161,1324517250.0,111.86,43.09,1097.81,2072.68,1.81,110.6,-34.27,525.1,66.71,269.4,1150.81,2
162,1338676779.0,113.75,45.59,1157.77,2192.53,1.72,108.9,-34.27,558.99,69.07,291.23,1215.71,2
163,1352642283.0,118.84,47.54,1241.34,2309.22,1.44,125.3,-34.27,571.38,70.9,305.33,1265.01,2
164,241834226.0,19.7,9.71,149.0,397.5,5.85,19.44,356.97,126.17,7.66,89.11,145.06,2
165,245115988.0,20.02,11.49,176.03,459.4,9.57,21.06,805.23,135.76,9.53,108.5,156.94,2
166,248451714.0,21.54,14.35,168.79,463.48,12.36,23.27,817.12,119.16,12.02,129.63,171.41,2
167,251805314.0,22.76,14.0,168.2,429.55,12.69,24.77,795.95,78.94,10.85,136.12,183.78,2
168,255128076.0,23.21,13.07,193.76,464.57,12.31,25.48,1049.18,88.87,9.83,136.59,194.21,2
169,258383257.0,24.14,15.09,195.51,466.33,12.46,24.51,1083.92,99.98,11.67,122.57,199.26,2
